TITLE,NAME,GPIO OEN,GPIO Out,GPIO In,Always On JTAG,Always On Remote,Always On UART,UART PMIC,Always On I2C-Master,Always On I2C-Slave,Audio In,Audio OUT,FEC-A (in),FEC-B (in),FEC-C (in),FEC OUT,Encoder,PWM,VGHL/LED_BL,mLVDS,TCON,HDMI,LCD OUT,LCD IN,VGA,UART-A,UART-B,UART-C,SDIO-A,SDIO-B,SDIO-C,SDXC,I2C Master,I2C SLAVE,SPI,Ethernet,ITU601 In,ISO7816,PCM,NAND,NAND,Clock Out,WD GPIO,Production
REG_ADDR,REG 0x202c,AO_REG 0x14,0x200c,0x200d,0x200e,0xc8100024 ,0xc8100026 ,0xc8100028 ,0x2013,0x2014,0x2015,0x2016,0x2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALIAS_GPIO_BASE,0x200c P_GPIO_OEN 3 2 CBUS_REG_ADDR,0x200d P_GPIO_OUT 3 2 CBUS_REG_ADDR,0x200e P_GPIO_IN 3 2 CBUS_REG_ADDR,0x2013 P_GPIO_OEN 2 CBUS_REG_ADDR,0x2014 P_GPIO_OUT 2 CBUS_REG_ADDR,0x2015 P_GPIO_IN 2 CBUS_REG_ADDR,0x2015 P_GPIO_OEN 3 CBUS_REG_ADDR,0x2016 P_GPIO_OUT 3 CBUS_REG_ADDR,0x2017 P_GPIO_IN 3 CBUS_REG_ADDR,0xc8100024 P_GPIO_OEN AO AOBUS_REG_ADDR_MASK,0xc8100026 P_GPIO_OUT AO  AOBUS_REG_ADDR_MASK,0xc8100028 P_GPIO_IN AO  AOBUS_REG_ADDR_MASK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALIAS_PINMUX,REG P_PIN_MUX_REG 1 10 CBUS_REG_ADDR,AO_REG P_PIN_MUX_REG AO AOBUS_REG_ADDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slave,,,,,,,,,,
PAD,GPIOX_0,0x200c bit[0],0x200d bit[0],0x200e bit[0],SD_D0_A REG8[5],SDXC_D0_A REG5[14],,,
PAD,GPIOX_1,0x200c bit[1],0x200d bit[1],0x200e bit[1],SD_D1_A REG8[4],SDXC_D1_A REG5[13],,,
PAD,GPIOX_2,0x200c bit[2],0x200d bit[2],0x200e bit[2],SD_D2_A REG8[3],SDXC_D2_A REG5[13],,,
PAD,GPIOX_3,0x200c bit[3],0x200d bit[3],0x200e bit[3],SD_D3_A REG8[2],SDXC_D3_A REG5[13],,,
PAD,GPIOX_4,0x200c bit[4],0x200d bit[4],0x200e bit[4],,SDXC_D4_A REG5[12],PCM_OUT_A REG3[30],,UART_TX_A REG4[17],
PAD,GPIOX_5,0x200c bit[5],0x200d bit[5],0x200e bit[5],,SDXC_D5_A REG5[12],PCM_IN_A REG3[29],,UART_RX_A REG4[16],
PAD,GPIOX_6,0x200c bit[6],0x200d bit[6],0x200e bit[6],,SDXC_D6_A REG5[12],PCM_FS_A REG3[28],,UART_CTS_A REG4[15],
PAD,GPIOX_7,0x200c bit[7],0x200d bit[7],0x200e bit[7],,SDXC_D7_A REG5[12],PCM_CLK_A REG3[27],,UART_RTS_A REG4[14],
PAD,GPIOX_8,0x200c bit[8],0x200d bit[8],0x200e bit[8],SD_CLK_A REG8[1],SDXC_CLK_A REG5[11],,,
PAD,GPIOX_9,0x200c bit[9],0x200d bit[9],0x200e bit[9],SD_CMD_A REG8[0],SDXC_CMD_A REG5[10],,,
PAD,GPIOX_10,0x200c bit[10],0x200d bit[10],0x200e bit[10],XTAL_32K_OUT REG3[22],,,PWM_VS REG7[31],PWM_E REG9[19],
PAD,GPIOX_11,0x200c bit[11],0x200d bit[11],0x200e bit[11],XTAL_24M_OUT REG3[23] XTAL/2 REG3[23],,TSout_CLK REG3[14],PWM_VS REG7[30],PWM_B REG2[3],
PAD,GPIOX_12,0x200c bit[12],0x200d bit[12],0x200e bit[12],UART_TX_A REG4[13],,TSout_D0 REG3[13],,
