# Format:
# 	PVR,Version,JSON/file/pathname,Type
#
# where
# 	PVR	Processor version
# 	Version could be used to track version of of JSON file
# 		but currently unused.
# 	JSON/file/pathname is the path to JSON file, relative
# 		to tools/perf/pmu-events/arch/powerpc/.
# 	Type is core, uncore etc
#
# Multiple PVRs could map to a single JSON file.
#

# Power8 entries
004b0000,1,power8.json,core
004b0201,1,power8.json,core
004c0000,1,power8.json,core
004d0000,1,power8.json,core
004d0100,1,power8.json,core
004d0200,1,power8.json,core
004c0100,1,power8.json,core
004e0100,1,power9.json,core
004e0200,1,power9.json,core
004e1200,1,power9.json,core
